task_id,task_name,task_type,incumbents_responding,date,domain_source,task_percentage_all,num_jobs_sharing_task,task_percentage_job,task_cluster,feedback_loop,directive,task_iteration,validation,learning,filtered,soc_code,soc_major_group,job_name,job_family,is_bright,is_green,job_zone,median_salary,job_forcast,chance_auto,wage_group,job_forecast,chance_auto_clean,is_bright_clean,is_green_clean,task_automation_score,task_augmentation_score,task_interaction_score_total,interaction_values_complete,all_interactions_zero,valid_q2_observation,task_automation_share,task_augmentation_share,task_ai_role_balance,task_automation_exposure_pct,task_augmentation_exposure_pct,q2_classified_exposure_pct,feedback_loop_share,feedback_loop_exposure_pct,directive_share,directive_exposure_pct,task_iteration_share,task_iteration_exposure_pct,validation_share,validation_exposure_pct,learning_share,learning_exposure_pct,occupation_ai_exposure_pct,occupation_total_task_count,occupation_valid_q2_task_count,occupation_classified_exposure_pct,occupation_automation_exposure_pct,occupation_augmentation_exposure_pct,occupation_feedback_loop_exposure_pct,occupation_directive_exposure_pct,occupation_task_iteration_exposure_pct,occupation_validation_exposure_pct,occupation_learning_exposure_pct,occupation_orientation_denominator,occupation_automation_orientation,occupation_augmentation_orientation,occupation_ai_role_balance,occupation_classification_coverage,occupation_feedback_loop_share,occupation_directive_share,occupation_task_iteration_share,occupation_validation_share,occupation_learning_share,salary_quartile,task_ai_exposure_pct,task_observed_job_count,occupation_row_flag,task_row_flag,job_task_row_flag,valid_q2_row_flag
8823,"Direct or coordinate an organization's financial or budget activities to fund operations, maximize investments, or increase efficiency.",Core,87,07/2014,Incumbent,0.011811396,1,0.012025653,"Finance, Sales & Marketing",0,0.347826087,0.382608696,0,0.191304348,0.07826087,11-1011.00,11,Chief Executives,Management,FALSE,FALSE,5,189600,16800,1.5,,16800,1.5,FALSE,FALSE,0.347826087,0.573913044,0.921739131,TRUE,FALSE,TRUE,0.37735849038180846,0.6226415096181914,0.24528301923638296,0.004537982261935467,0.007487670738064533,0.012025653,0,0,0.37735849038180846,0.004537982261935467,0.415094339745461,0.004991780492043023,0,0,0.2075471698727305,0.0024958902460215115,0.142739276,9,8,0.140961571,0.03909983721862602,0.10186173378137398,0.00269989275790837,0.03639994446071765,0.043019458935594806,0.0020519184714910153,0.056790356374288156,0.140961571,0.2773794087370523,0.7226205912629476,0.44524118252589534,0.987545789429393,0.019153395771308264,0.25822601296574405,0.3051857228208304,0.014556580612250803,0.40287828782986645,Q4 Higher,0.011811396,1,1,1,1,1
8824,"Confer with board members, organization officials, or staff members to discuss issues, coordinate activities, or resolve problems.",Core,87,07/2014,Incumbent,0.013557428,1,0.013803359,Management & Coordination,0,0.25,0.348484849,0,0.265151515,0.136363636,11-1011.00,11,Chief Executives,Management,FALSE,FALSE,5,189600,16800,1.5,,16800,1.5,FALSE,FALSE,0.25,0.613636364,0.863636364,TRUE,FALSE,TRUE,0.28947368408864266,0.7105263159113573,0.42105263182271463,0.003995709182528122,0.009807649817471877,0.013803359,0,0,0.28947368408864266,0.003995709182528122,0.40350877235641736,0.005569776444484905,0,0,0.30701754355494,0.0042378733729869725,0.142739276,9,8,0.140961571,0.03909983721862602,0.10186173378137398,0.00269989275790837,0.03639994446071765,0.043019458935594806,0.0020519184714910153,0.056790356374288156,0.140961571,0.2773794087370523,0.7226205912629476,0.44524118252589534,0.987545789429393,0.019153395771308264,0.25822601296574405,0.3051857228208304,0.014556580612250803,0.40287828782986645,Q4 Higher,0.013557428,1,0,1,1,1
8825,"Analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",Core,87,07/2014,Incumbent,0.048580784,1,0.049462035,Management & Coordination,0.052854123,0.260042283,0.361522199,0.040169133,0.253699789,0.031712474,11-1011.00,11,Chief Executives,Management,FALSE,FALSE,5,189600,16800,1.5,,16800,1.5,FALSE,FALSE,0.312896406,0.6553911210000001,0.9682875270000001,TRUE,FALSE,TRUE,0.3231441046952575,0.6768558953047424,0.35371179060948493,0.01598336501648049,0.033478669983519505,0.049462035,0.05458515319695944,0.00269989275790837,0.26855895149829806,0.013283472258572121,0.37336244547122,0.018467266345583076,0.04148471593396865,0.0020519184714910153,0.26200873389955376,0.012959485166445414,0.142739276,9,8,0.140961571,0.03909983721862602,0.10186173378137398,0.00269989275790837,0.03639994446071765,0.043019458935594806,0.0020519184714910153,0.056790356374288156,0.140961571,0.2773794087370523,0.7226205912629476,0.44524118252589534,0.987545789429393,0.019153395771308264,0.25822601296574405,0.3051857228208304,0.014556580612250803,0.40287828782986645,Q4 Higher,0.048580784,1,0,1,1,1
8834,"Prepare or present reports concerning activities, expenses, budgets, government statutes or rulings, or other items affecting businesses or program services.",Core,86,07/2014,Incumbent,0.005751636,1,0.00585597,"Finance, Sales & Marketing",0,0.375,0.303571429,0,0.267857143,0.053571429,11-1011.00,11,Chief Executives,Management,FALSE,FALSE,5,189600,16800,1.5,,16800,1.5,FALSE,FALSE,0.375,0.5714285720000001,0.9464285720000001,TRUE,FALSE,TRUE,0.39622641485510857,0.6037735851448914,0.20754717028978287,0.0023202899985990703,0.00353568000140093,0.00585597,0,0,0.39622641485510857,0.0023202899985990703,0.320754717240299,0.001878330001517674,0,0,0.28301886790459235,0.0016573499998832559,0.142739276,9,8,0.140961571,0.03909983721862602,0.10186173378137398,0.00269989275790837,0.03639994446071765,0.043019458935594806,0.0020519184714910153,0.056790356374288156,0.140961571,0.2773794087370523,0.7226205912629476,0.44524118252589534,0.987545789429393,0.019153395771308264,0.25822601296574405,0.3051857228208304,0.014556580612250803,0.40287828782986645,Q4 Higher,0.005751636,1,0,1,1,1
8839,"Deliver speeches, write articles, or present information at meetings or conventions to promote services, exchange ideas, or accomplish objectives.",Core,87,07/2014,Incumbent,0.001746032,1,0.001777705,Communication & Support,0,0,0,0,0,1,11-1011.00,11,Chief Executives,Management,FALSE,FALSE,5,189600,16800,1.5,,16800,1.5,FALSE,FALSE,0,0,0,TRUE,TRUE,FALSE,,,,,,0,,,,,,,,,,,0.142739276,9,8,0.140961571,0.03909983721862602,0.10186173378137398,0.00269989275790837,0.03639994446071765,0.043019458935594806,0.0020519184714910153,0.056790356374288156,0.140961571,0.2773794087370523,0.7226205912629476,0.44524118252589534,0.987545789429393,0.019153395771308264,0.25822601296574405,0.3051857228208304,0.014556580612250803,0.40287828782986645,Q4 Higher,0.001746032,1,0,1,1,0
8840,"Serve as liaisons between organizations, shareholders, and outside organizations.",Supplemental,87,07/2014,Incumbent,0.005238097,1,0.005333116,Communication & Support,0,0,0.352941177,0,0.352941177,0.294117647,11-1011.00,11,Chief Executives,Management,FALSE,FALSE,5,189600,16800,1.5,,16800,1.5,FALSE,FALSE,0,0.705882354,0.705882354,TRUE,FALSE,TRUE,0,1,1,0,0.005333116,0.005333116,0,0,0,0,0.5,0.002666558,0,0,0.5,0.002666558,0.142739276,9,8,0.140961571,0.03909983721862602,0.10186173378137398,0.00269989275790837,0.03639994446071765,0.043019458935594806,0.0020519184714910153,0.056790356374288156,0.140961571,0.2773794087370523,0.7226205912629476,0.44524118252589534,0.987545789429393,0.019153395771308264,0.25822601296574405,0.3051857228208304,0.014556580612250803,0.40287828782986645,Q4 Higher,0.005238097,1,0,1,1,1
8843,"Interpret and explain policies, rules, regulations, or laws to organizations, government or corporate officials, or individuals.",Core,87,07/2014,Incumbent,0.027525687,1,0.028025001,"Safety, Compliance & Quality",0,0.108208955,0.055970149,0,0.794776119,0.041044776,11-1011.00,11,Chief Executives,Management,FALSE,FALSE,5,189600,16800,1.5,,16800,1.5,FALSE,FALSE,0.108208955,0.850746268,0.958955223,TRUE,FALSE,TRUE,0.11284046679622704,0.8871595332037729,0.7743190664075459,0.0031623541948047297,0.02486264680519527,0.028025001,0,0,0.11284046679622704,0.0031623541948047297,0.05836575854386894,0.0016357004415576857,0,0,0.828793774659904,0.023226946363637584,0.142739276,9,8,0.140961571,0.03909983721862602,0.10186173378137398,0.00269989275790837,0.03639994446071765,0.043019458935594806,0.0020519184714910153,0.056790356374288156,0.140961571,0.2773794087370523,0.7226205912629476,0.44524118252589534,0.987545789429393,0.019153395771308264,0.25822601296574405,0.3051857228208304,0.014556580612250803,0.40287828782986645,Q4 Higher,0.027525687,1,0,1,1,1
8847,Direct or coordinate activities of businesses involved with buying or selling investment products or financial services.,Supplemental,87,07/2014,Incumbent,0.016844077,1,0.017149627,"Finance, Sales & Marketing",0,0.280487805,0.262195122,0,0.359756098,0.097560976,11-1011.00,11,Chief Executives,Management,FALSE,FALSE,5,189600,16800,1.5,,16800,1.5,FALSE,FALSE,0.280487805,0.62195122,0.9024390250000001,TRUE,FALSE,TRUE,0.3108108107359386,0.6891891892640614,0.3783783785281228,0.0053302894716889425,0.011819337528311057,0.017149627,0,0,0.3108108107359386,0.0053302894716889425,0.2905405403982834,0.004982661896208993,0,0,0.39864864886577794,0.006836675632102065,0.142739276,9,8,0.140961571,0.03909983721862602,0.10186173378137398,0.00269989275790837,0.03639994446071765,0.043019458935594806,0.0020519184714910153,0.056790356374288156,0.140961571,0.2773794087370523,0.7226205912629476,0.44524118252589534,0.987545789429393,0.019153395771308264,0.25822601296574405,0.3051857228208304,0.014556580612250803,0.40287828782986645,Q4 Higher,0.016844077,1,0,1,1,1
20461,"Review and analyze legislation, laws, or public policy and recommend changes to promote or support interests of the general population or special groups.",Core,87,07/2014,Incumbent,0.009140993,1,0.00930681,"Safety, Compliance & Quality",0,0.359550562,0.269662921,0,0.258426966,0.112359551,11-1011.00,11,Chief Executives,Management,FALSE,FALSE,5,189600,16800,1.5,,16800,1.5,FALSE,FALSE,0.359550562,0.5280898869999999,0.8876404489999999,TRUE,FALSE,TRUE,0.4050632915670566,0.5949367084329434,0.18987341686588682,0.0037698470925891982,0.005536962907410802,0.00930681,0,0,0.4050632915670566,0.0037698470925891982,0.3037974681120013,0.002827385314199455,0,0,0.2911392403209421,0.0027095775932113476,0.142739276,9,8,0.140961571,0.03909983721862602,0.10186173378137398,0.00269989275790837,0.03639994446071765,0.043019458935594806,0.0020519184714910153,0.056790356374288156,0.140961571,0.2773794087370523,0.7226205912629476,0.44524118252589534,0.987545789429393,0.019153395771308264,0.25822601296574405,0.3051857228208304,0.014556580612250803,0.40287828782986645,Q4 Higher,0.009140993,1,0,1,1,1
15371,"Write project proposals, grant applications, or other documents to pursue funding for environmental initiatives.",Core,26,07/2013,Occupational Expert,0.005854344,1,0.005960541,"Research, Data & Documentation",0,0.368421053,0.578947368,0,0,0.052631579,11-1011.03,11,Chief Sustainability Officers,Management,FALSE,TRUE,5,189600,16800,-1,Chief Executives,16800,,FALSE,TRUE,0.368421053,0.578947368,0.947368421,TRUE,FALSE,TRUE,0.38888888929938276,0.6111111107006173,0.22222222140123454,0.002317988169113432,0.003642552830886568,0.005960541,0,0,0.38888888929938276,0.002317988169113432,0.6111111107006173,0.003642552830886568,0,0,0,0,0.025097015,5,4,0.019973041,0.004138751931837895,0.015834289068162106,0,0.004138751931837895,0.011993051532479877,0,0.0038412375356822277,0.019973041,0.2072169146319729,0.7927830853680271,0.5855661707360542,0.7958333291827734,0,0.2072169146319729,0.6004619693355597,0,0.19232111603246735,Q4 Higher,0.005854344,1,1,1,1,1
